COLLEGE_NAME,ADDRESS,DISTRICT,STATE,OFFICE_NUMBER,EMAIl,WEBSITE_LINK
Anurag Engineering College,Venkatapur Korremul Village; Ghatkesar Pincode - 501301 Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,+91-8683- 272555/ 272456/,principal@anurag.ac.in,http://anurag.ac.in/
Mannan Institute of Science & Technology,Aloor Village Chevella Chevella Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,,,
Moghal College of Engineering and Technology,Bandlaguda Near Chandrananadtta X Road Pincode - 500005 Hyderabad (Dist) Andhra Pradesh,HYDERABAD,Andhra Pradesh,040-65706121/ 65282706 / 08,info@moghalcolleges.org,http://www.moghalengineeringcollege.com/
VR Institute of PG Studies,A.c. Subba Reddy Building Nellore Nellore - 524001 Nellore (Dist) Andhra Pradesh,NELLORE,Andhra Pradesh,,,
Tenali Engineering College,Anumarlapudi Village Sangamjagarlamudi Post Pedakakani Mandal Pincode - 522213 Guntur (Dist) Andhra Pradesh,GUNTUR,Andhra Pradesh,(08644) 281736,principalteca@yahoo.com,http://www.tec.edu.in/
Teegala Krishna Reddy Engineering College,Medbowli Meerpet Saroornagar Pincode - 500079 Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,Teegala Krishna Reddy Engineering College,tkrec@rediffmail.com,www.tkrec.ac.in
MLR Institute of Technology,Dundigal Quthbullapur (m) Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,9949774842/ 9866755166/ 9652226061,director@mlrinstitutions.ac.in//  principal@mlrinsti,http://www.mlrinstitutions.ac.in/
Abdul Kalam Institute of Technological Sciences,Vepalagadda(v) Kothagudem (m) Khammam - 507101 Khammam (Dist) Andhra Pradesh,KHAMMAM,Andhra Pradesh,,principal@akits.ac.in,www.akits.ac.in
Indur Institute of Engineering & Technology,Ponnala Village Siddipet Pincode - 502277 Medak (Dist) Andhra Pradesh,MEDAK,Andhra Pradesh,-238957.2586,principal.indur@gmail.com,www.induriet.org
VR Sidhartha Engineering College,Kanuruvijayawada Krishna (Dist) Andhra Pradesh,KRISHNA,Andhra Pradesh,+91 866 2582333/2584930,gsr@vrsiddhartha.ac.in//  principal@vrsiddhartha.ac.,http://www.vrsiddhartha.ac.in/
MONA College of Engineering & Technology,Gollaguda Village Nalgonda - 508001 Nalgonda (Dist) Andhra Pradesh,NALGONDA,Andhra Pradesh,,,
Holy Mary Institute Of Tech. & Science,Bogaram Village Keesara Pincode - 501301 Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,08415 - 200488/ 200255/ 200253,admissions@hitscolleges.com,http://www.hitscolleges.com/
Thandra Paparaya Institute of Science & Technology,Komatipalli Village Bobbli Bobbili - 535558 Vizianagaram (Dist) Andhra Pradesh,VIZIANAGARAM,Andhra Pradesh,,,
Mother Teresa Institute of Science and Technology,Kothur Sathupally Pincode - 507303 Khammam (Dist) Andhra Pradesh,KHAMMAM,Andhra Pradesh,08761- 281251/ 282198,mist_college@rediffmail.com,http://www.mistech.ac.in/
Talla Padmavathi College of Engineering,Somidi; Kazipet; Pincode - 506 003 Warangal (Dist) Andhra Pradesh,WARANGAL,Andhra Pradesh,0870-6564531,,http://www.tallapadmavathiengg.com/
Mother Theressa College of Engineering & Technology,Peddabonkuru Village Peddapalli Pincode - 505174 Karimnagar (Dist) Andhra Pradesh,KARIMNAGAR,Andhra Pradesh,08728 223698/ 222844,mtec_krn@yahoo.co.in // mtec.engg@gmail.com,http://www.mothertheressacollege.com/
Moula Ali College of Engineering & Technology,Gonipeta Village Penukonda Road Anantapur Anantapur (Dist) Andhra Pradesh,ANANTAPUR,Andhra Pradesh,,,
Khader Memorial College of Engineering & Technology,Konda Bhimanapally Village Devarkonda Pincode - 508248 Nalgonda (Dist) Andhra Pradesh,NALGONDA,Andhra Pradesh,-126942.6539,info@khadercollege.ac.in,www.khadercollege.ac.in
Keshav Memorial Institute of Technology,3-5-1026; Narayanguda Hyderabad Pincode - 500029 Hyderabad (Dist) Andhra Pradesh,HYDERABAD,Andhra Pradesh,040 -  27563540 / 	040 -  30721179,info@kmit.in,www.kmit.in
Syed Hashim College of Science And Technology,Pregnapur Gajwel Siddipet Pincode - 502311 Medak (Dist) Andhra Pradesh,MEDAK,Andhra Pradesh,9908191870,,http://www.shcst.org/
Kakinada Institute of Engineering & Technology,Matlapalem; Talarevu Mandal Kakinada Pincode - 533461 East Godavari (Dist) Andhra Pradesh,EAST GODAVARI,Andhra Pradesh,08852-247333/247281,kitsenggcollege@gmail.com,www.kitsdivili.ac.in
Institute of Aeronautical Engineering,Dundigal Village Quthubullapur Mandal Quthubullapur Pincode - 500043 Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,08418-257181 / 182,info@iare.ac.in,http://web.iare.ac.in/
VRS & YRN College of Engineering & Technology,Vodarevu Road Chirala Chirala - 523157 Prakasam (Dist) Andhra Pradesh,PRAKASAM,Andhra Pradesh,,,
G.Pulla Reddy Engineering College,Nandyal Road Kurnool Pincode - 518002 Kurnool (Dist) Andhra Pradesh,KURNOOL,Andhra Pradesh,91 - 8518 - 270957/271017,info@gprec.ac.in//  principal@gprec.ac.in,www.gprec.ac.in
AVR & SVR College of Engineering & Technology,Ayyaluru Village Nandyal Mandal Nandyal - 518502 Kurnool (Dist) Andhra Pradesh,KURNOOL,Andhra Pradesh,,avrsvr_cet@rediffmail.com,
Swami Ramananda Tirtha Institute of Science & Technology,Ramananda Nagar Post Slbc G.v. Gudem Pincode - 508004 Nalgonda (Dist) Andhra Pradesh,NALGONDA,Andhra Pradesh,(08682)-221610,info@srtist.ac.in & srtistnalgonda@rediffmail.com,http://www.srtist.ac.in/
Swarna Bharathi College of Engineering.,Maddulapally (v) Khammam Khammam - 507002 Khammam (Dist) Andhra Pradesh,KHAMMAM,Andhra Pradesh,,,
Swamy Vivekananda Institute of Technology,Secunderabad Pincode - 500003 Hyderabad (Dist) Andhra Pradesh,HYDERABAD,Andhra Pradesh,27700021 / 9912206555,,http://www.svit.ac.in/
Muttamsetty Venkata Narayana Institute of Computer Education & Research,Vegaavaram Village Jangareddygudem Mandal Jangareddigudem - 534447 West Godavari (Dist) Andhra Pradesh,WEST GODAVARI,Andhra Pradesh,,,
Kamala Institute of Tech & Science,Singapur Village Hazurabad Pincode - 505468 Karimnagar (Dist) Andhra Pradesh,KARIMNAGAR,Andhra Pradesh,9177670003,kitssingapuram@yahoo.co.in,http://www.kitssingapuram.com
Hyderabad Institute of Technology & Management Royal,Pillikotial (v) Nagar Panchayat Medak Medak - 502110 Medak (Dist) Andhra Pradesh,MEDAK,Andhra Pradesh,,,
Human Resource Development Engineering College,Dindi Road Devarakonda Deverakonda - 508248 Nalgonda (Dist) Andhra Pradesh,NALGONDA,Andhra Pradesh,,,
Horizon Institute of Technology,Nagaram Village Keesara Mandal Rangareddy Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,,,
Audisankara College of Engineering & Technology,Vindur Panchayat & Village Gudur Pincode - 524101 Nellore (Dist) Andhra Pradesh,NELLORE,Andhra Pradesh,,,www.audisankara.com
Kamareddy Engineering College,Devanpally Kamareddy Mandal Kamareddy - 503111 Nizamabad (Dist) Andhra Pradesh,NIZAMABAD,Andhra Pradesh,,kitssingapuram@yahoo.co.in// principal_krec@yahoo.co.in,
Aurora's Engineering College,Bommaipally Village Bhongir Pincode - 508116 Nalgonda (Dist) Andhra Pradesh,NALGONDA,Andhra Pradesh,08685 200261 / 200262,info@aurora.ac.in,http://www.aurora.ac.in/
Aurora's Scientific and Technological Institute,Gagillapur (v) Quthbullapur Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,,,www.asti.edu.in
Aurora's Scientific Technological And Research Academy,Bandlaguda (v) & (m) Bandlaguda; Keshavgiri Post; Near Chandrayangutta; Pincode - 500005 Hyderabad (Dist) Andhra Pradesh,HYDERABAD,Andhra Pradesh,+91 406 457 3435 / +91 402 444 0348 / 9618678051,astrad9@gmail.com// dirastrabguda@gmail.com// astra.ex,www.astra.edu.in
Aurora's Technological & Research Institute,Parvathapuram (v) Ghatkesar (m) Ghatkesar - 500039 Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,,karshak_84@rediffmail.com,
Nagarjuna Institute of Technology & Science,V.t. Palem (post); Srinivasa Nagar Village;miryalaguda1 Pincode - 508207 Nalgonda (Dist) Andhra Pradesh,NALGONDA,Andhra Pradesh,91-8689-200099,nitsmlg_adm@rediffmail.com,www.nitsmiryalguda.ac.in
Anurag Engineering College,Anathagiri Village Kodad(m) Kodad - 508206 Nalgonda (Dist) Andhra Pradesh,NALGONDA,Andhra Pradesh,-27436042.01,principal@anurag.ac.in// info@anurag.ac.in,www.anurag.ac.in
Malla Reddy Engineering College,Sy.no.593 & 594; Gundla Pochampally Village Mechal Pincode - 500014 Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,:040-23792152/ 040-23792153,mrcet2004@gmail.com//  mrcet2004@rediffmail.com,http://www.mrec.ac.in/
Viswanandha Institute of Technology & Management,Sontyam Anadapuram Mandal Visakhapatnam Pincode - 535502 Visakhapatnam (Dist) Andhra Pradesh,VISAKHAPATNAM,Andhra Pradesh,0891-2539007/ 2539008/2539009/ 2539025,vitam_coe @ yahoo.co.in,http://www.vitamcoe.edu.in/
Adusumilli Vijaya College of Engineering and Research Centre,Mysireddypally Village Bommalamaram Mandal Mandal - 500126 Nalgonda (Dist) Andhra Pradesh,NALGONDA,Andhra Pradesh,8685 - 288893,principal_avitr@yahoo.co.in,
Al Ameer College of Engineering and Information,Gudilova;anandapuram Visakhapatnam Anantapur - 531173 Visakhapatnam (Dist) Andhra Pradesh,VISAKHAPATNAM,Andhra Pradesh,08933-200036/08933-200038,mailus@alameer.in,www.alameer.in
ASN Women''s College,Burripalem Road; Tenali Pincode - 522 201 Guntur (Dist) Andhra Pradesh,GUNTUR,Andhra Pradesh,08644 - 645464/ 221158,,http://asnwengg.in/
Asifia College of Engineering and Technology,S.no.185 & 186; Chinthula Village Ibrahimpatnam Ibrahimpatnam Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,958414-242819/ 958414-242687,,www.asifia.org
Murthy Institute of Technology and Science,Ankireddypally Keesara Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,99480 76223,principal_mitsk@radiffmail.com,http://www.mutk.in/
Muffakham Jah College of Engineering and Technology,8-2-249; Road No.3;banjara Hills Pincode - 500034 Hyderabad (Dist) Andhra Pradesh,HYDERABAD,Andhra Pradesh,040 23280304,info@mjcollege.ac.in,www.mjcollege.ac.in
Kaushik College of Engineering,Gambheeram (v) Anandapuram Cuddapah - 531163 Visakhapatnam (Dist) Andhra Pradesh,VISAKHAPATNAM,Andhra Pradesh,,,
Ayaan College of Engineering & Technology,Kanakamamidi Village Moinabad Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,08417 253106,info@ayaancollege.com,www.ayaancollege.com
Azad College of Engineering and Technology,Mudimyal Village Chevella (m) Chevella Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,,info@aiet.ac.in// director@aiet.ac.in,
Nalanda Institute of Engineering & Technology,Kantepudi Village Sattenapally Guntur - 522438 Guntur (Dist) Andhra Pradesh,GUNTUR,Andhra Pradesh,08641-237862/63/64/65,principal@nalandacolleges.com,http://niet.ac.in
Nalla Malla Reddy Engineering College,Divyanagar Kachwani Singaram (v) Ghatkesar Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,08415-256001 / 02 / 03,info@nmrec.edu.in,http://www.nmrec.edu.in/
A. M. R. Institute of Technology,Mavala (v) Adilabad (m) Pincode - 504002 Adilabad (Dist) Andhra Pradesh,ADILABAD,Andhra Pradesh,,amritmes2007@yahoo.co.in,
Narasaraopet Engineering College,Kotappakonda Road Yellamanda Narasaraopet Pincode - 522601 Guntur (Dist) Andhra Pradesh,GUNTUR,Andhra Pradesh,08647 - 239905,nrtec_principal@yahoo.com,http://www.nrtenggcollege.com/
Narasimha Reddy Engineering College,Sy.no. 518; Maisammaguda Gundla Pochampally (v) Medchal Pincode - 500014 Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,9000995454/9391051777,nrengineeringcollege@gmail.com,www.nrec.ac.in
SVH College of Engineering,Machilipatnam Krishna - 521002 Krishna (Dist) Andhra Pradesh,KRISHNA,Andhra Pradesh,,,
AVS College of Engineering and Technology,Veranna Kanupur Village Venkatachalam Mandal Nellore - 524320 Nellore (Dist) Andhra Pradesh,NELLORE,Andhra Pradesh,,avs_cet@hotmail.com,www.avsenggcollege.com
Narayana Engineering College,Dhurjati Nagar Gudur Pincode - 524101 Nellore (Dist) Andhra Pradesh,NELLORE,Andhra Pradesh,0861 - 2313842 0861,nec.nellore@narayanainfo.com,www.necnellore.com
Narayanpet Institute of Technology & Science,Kavrampally Sivar; Singaram X Road Narayanpet Mahabubnagar - 509210 Mahabubnagar (Dist) Andhra Pradesh,MAHABUBNAGAR,Andhra Pradesh,,,
SV College of Engineering and Technology,Sy.no. 72/p; Eathbarpally (v) Moinabad Pincode - 501504 Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,:+91 -8572 - 246339/ 245044,info@svcetedu.org//  principal@svcetedu.org,http://www.svcetedu.org/
Karshak Engineering College,Parvathapur Village Ghatkesar Rangareddy - 503111 Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,040-27201006/ 040-27666339,karshak_84@rediffmail.com//  director@atri.edu.in,
Hi-Tech College of Engineering & Technology,Himayatnagar Village Moinabad Pincode - 500075 Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,08413 - 235170/ 71,hitech_enggcollege@yahoo.co.in,http://www.htec.ac.in/
Avanthi's PG & Research Academy,Gunthapally Village Rangareddy Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,,,
Avanthi institute of engineering & technology| gunthapally,Gunthapally (v) Majeedpur Gram Panchayat Hayathnagar (m) Hayathnagar Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,,principal_aiet@yahoo.com info@avanthienggcollege.org,
Malla Reddy Institute of Engineering & Technology,S.no. 631; 632/1; 629; 630; 632; 641/1 Maisammaguda Dulapally Hyderabad - 500014 Hyderabad (Dist) Andhra Pradesh,HYDERABAD,Andhra Pradesh,,mrcet2004@rediffmail.com,
Avanthi Institute Of Engineering & Technology,Tamaram Village Makavarapalem Mandal Narsipatnam Narsipatnam - 531113 Visakhapatnam (Dist) Andhra Pradesh,VISAKHAPATNAM,Andhra Pradesh,,info@avanthienggcollege.ac.in,
Swarna Bharathi Institute of Science & Technology,H No 5 Pakabanda Khammam (Dist) Andhra Pradesh,KHAMMAM,Andhra Pradesh,,,
Hindu College of Engineering and technology,Navabharath Nagar Guesthouse; Ring Road; Dno;3-30-5/6 Pincode - 522007 Guntur (Dist) Andhra Pradesh,GUNTUR,Andhra Pradesh,7675012314,nk7675012314@gmail.com,http://www.hinduengg.com/
Rajeev Gandhi Memorial College of Engineering and Technology,Kothapalli Post Nandyal Kurnool - 518501 Kurnool (Dist) Andhra Pradesh,KURNOOL,Andhra Pradesh,085 - 275201/ 275203,rgmnandyal@gmail.com,
Mekapati Rajamohan Reddy Institute of Technology and Science,Udhayagiri Pincode - 524226 Nellore (Dist) Andhra Pradesh,NELLORE,Andhra Pradesh,08620 ? 229297/ 229031,principalmerits@gmail.com//  meritstech@gmail.com,http://www.meritstech.in/
SLCs Institute of Engineering and Technology,Piglipur (v) Hayatnagar Near Ramoji Flim City Hyderabad (Dist) Andhra Pradesh,HYDERABAD,Andhra Pradesh,,slciet@yahoo.com,www.slc.edu.in
Stanley College of Engineering and Technology for Women,H. No. 5-78 To 82; B - 1 - 80 & 5 - 9 - 81 Chapel Road; Abids Pincode - 500001 Hyderabad (Dist) Andhra Pradesh,HYDERABAD,Andhra Pradesh,50.0004302,,http://www.stanley.edu.in/
St.Martin's Engineering College,Sy.no.98 & 100;dhullapally Quthubullapur Pincode - 500014 Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,040-23090900/ 8008925999,principal@smec.ac.in// 	mail2smec@gmail.com,http://www.smec.ac.in/
Gvrs College Of Engineering And Technology,Nh-5; East Side Of Guntur Ponnur Road Ganginenipuram Pincode - 522007 Guntur (Dist) Andhra Pradesh,GUNTUR,Andhra Pradesh,0863-2119647,gvrs_cet@yahoo.com,http://gvrseduinst.com
St.Ann's College of Engineering & Technology,Challareddypalem Vetapalem Chirala Pincode - 523155 Prakasam (Dist) Andhra Pradesh,PRAKASAM,Andhra Pradesh,08594-247500/ 246100/ 246102/ 202401/ 202402,info@sacet.ac.in,http://www.sacet.ac.in/
St. Peter's Engineering College,Gundlapally Post Medchal Medchal - 500014 Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,,spec_hyd@yahoo.com,
Sharada Post Graduate Institute of Research and Technological Sciences,Dattapuri Mamillapalli Village Near Industrial Estate Pincode - 516004 Ysr District (Dist) Andhra Pradesh,YSR DISTRICT,Andhra Pradesh,08562 -255371,spirts.kadapa@rediffmail.com,www.spirts.net
New India College of Engineering & Technology,Gollapalli (v) Chevella (m) Medchal Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,,,
Newton Institute of Engineering|,Alugu Rajapalli Village Kappunoor Macherla Pincode - 522426 Guntur (Dist) Andhra Pradesh,GUNTUR,Andhra Pradesh,-220170.3712,gtr.newtons@gmail.com,http://www.nie.newton.edu.in
Balaji Institute of Engineering & Sciences,Laknepally Village Narasampet Pincode - 506331 Warangal (Dist) Andhra Pradesh,WARANGAL,Andhra Pradesh,91 9866078586,,http://bitswgl.ac.in/bits.php
St. Johns College of Engineering & Technology,Yerrokota Yemmiganur Pincode - 518360 Kurnool (Dist) Andhra Pradesh,KURNOOL,Andhra Pradesh,08512-228531/ 9394228866,principal@sjcet.ac.in,www.sjcet.ac.in
Balaji Institute of Technology and Science,Maheshwaram Narasampet Narsampet - 506331 Warangal (Dist) Andhra Pradesh,WARANGAL,Andhra Pradesh,,,
NIMRA College of Engineering & Technology.,4-19 Ibrahim Nagar; Ibrahimpatnam Mandal Vijayawada Vijayawada - 521456 Krishna (Dist) Andhra Pradesh,KRISHNA,Andhra Pradesh,0866-2882910/2882910,principal_nirma@yahoo.co.in,www.nimra.in
St Theresa Institute of Engineering & Technology,Cheepurupally Garividi Pincode - 535101 Vizianagaram (Dist) Andhra Pradesh,VIZIANAGARAM,Andhra Pradesh,-8862.000004,info@sttheressaengg.ac.in  theressamsr@yahoo.co.in,www.sttheressaengg.ac.in/
St Marys Engineering College Guntur,Chebrolu Village Chebrolu Pincode - 522212 Guntur (Dist) Andhra Pradesh,GUNTUR,Andhra Pradesh,9010455590,,http://www.stmarysgroup.com/
Bandari Srinivas Institute of Technology,Gollapally Village & Kummere Village Chevella Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,08417-204453 / 204460 / 204461 / 204462,bsit999@gmail.com,www.bsit.org.in
Nimra Institute of Science & Technology,Jupudi Ibrahimpatnam Vijayawada Pincode - 521456 Krishna (Dist) Andhra Pradesh,KRISHNA,Andhra Pradesh,+91 9848010900,principal_nirma@yahoo.co.in,http://www.nimra.in/
Sri Venkateswara College of Engineering and Technology Cuddapah,Tadigotla Village C.k. Divine Mandal Cuddapah - 518003 Ysr District (Dist) Andhra Pradesh,YSR DISTRICT,Andhra Pradesh,,,
Nova College of Engineering & Technology for Women,Sy.no.74/2a3 Jupudi Village & Gram Panchaya Ibrahimpatnam - 521456 Krishna (Dist) Andhra Pradesh,KRISHNA,Andhra Pradesh,,,
Sri G.Pulla Reddy Engineering College,G.pulla Reddy Nagar; Nandyal Road Pincode - 91 - 8518 - 270957;271017 Kurnool (Dist) Andhra Pradesh,KURNOOL,Andhra Pradesh,91 - 8518 - 270957/271017,tap@gprec.ac.in/principal@gprec.ac.in,www.gprec.ac.in
Stanley Stephen College of Engineering & Technology,Panchalingala (v) Kurnool Pincode - 518004 Kurnool (Dist) Andhra Pradesh,KURNOOL,Andhra Pradesh,8518 200501-503,stephen@stanleystephen.net,http://www.stanleystephen.edu.in/
B.S.R. College of Science and Technology,Gokavaram Gokavaram - 533286 East Godavari (Dist) Andhra Pradesh,EAST GODAVARI,Andhra Pradesh,,,
Netaji Institute Of Engineering and Technology,Near Ramoji Film City Toopranpet Mandal Choutuppal Pincode - 508252 Nalgonda (Dist) Andhra Pradesh,NALGONDA,Andhra Pradesh,040-24045865,n2jntu@gmail.com.,http://www.nietians.com/
NBKR Institute Of Science And Technology,Vidya Nagar Nellore - 524413 Nellore (Dist) Andhra Pradesh,NELLORE,Andhra Pradesh,+91 8624 228247,ist@nbkrist.org,
Gudlavalleru Engineering College,Gudlavalleru Gudlavalleru - 521356 Krishna (Dist) Andhra Pradesh,KRISHNA,Andhra Pradesh,,info@gecgudlavalleru.ac.in,
Nizam Institute of Engineering & Technology|,S.no.187; 188 & 189; Deshmuki Village Pachampally Pincode - 508284 Nalgonda (Dist) Andhra Pradesh,NALGONDA,Andhra Pradesh,040-23318035/ 66685247/ 66623340,,http://www.nizamengineering.ac.in/
Greenfort Engineering College,Bandlaguda Keshavgiri Charminar Charminar - 500005 Hyderabad (Dist) Andhra Pradesh,HYDERABAD,Andhra Pradesh,,,
Basaveshwara Institute of Information Technology,No:3-4-480; Vv Hostel Buildings Basaweshwara Road Lingampally;barkatpura Hyderabad Hyderabad (Dist) Andhra Pradesh,HYDERABAD,Andhra Pradesh,040 - 27550197/ 27560197,admin@biitmca.com,
Noble College of Engineering & Technology for Women,Nadergul (village); Saroornagar (mandal) R R Dist; Pincode - 501510 Rangareddy (Dist) Andhra Pradesh,RANGAREDDY,Andhra Pradesh,-32580581,info@ncet.ac.in,http://www.ncet.ac.in/
Noble Institute of Science & Technology,Mamanthripalem Village Paravada Mandal Visakhapatnam Visakhapatnam (Dist) Andhra Pradesh,VISAKHAPATNAM,Andhra Pradesh,,mailus@nistvizag.com,
